Metric,Store,Month-Year,FY,Amount (in lakhs)
COGS (food +packaging),RRR,April 2025,FY26,10.85
store Labor Cost,RRR,April 2025,FY26,3.26
Utility Cost,RRR,April 2025,FY26,1.04
Rent,RRR,April 2025,FY26,2.17
CAM,RRR,April 2025,FY26,0.48
Aggregator commission,RRR,April 2025,FY26,3.56
Marketing & advertisement,RRR,April 2025,FY26,1.35
Interest cost,RRR,April 2025,FY26,
Gross Sales,SHV,April 2025,FY26,34.27
GST,SHV,April 2025,FY26,0.62
Net Sales,SHV,April 2025,FY26,33.65
COGS (food +packaging),SHV,April 2025,FY26,11.76
store Labor Cost,SHV,April 2025,FY26,4.75
Utility Cost,SHV,April 2025,FY26,1.26
Rent,SHV,April 2025,FY26,1.5
CAM,SHV,April 2025,FY26,0.18
Aggregator commission,SHV,April 2025,FY26,4.16
Marketing & advertisement,SHV,April 2025,FY26,1.09
Interest cost,SHV,April 2025,FY26,
Gross Sales,DCB,April 2025,FY26,16.09
GST,DCB,April 2025,FY26,0.0
Net Sales,DCB,April 2025,FY26,16.09
COGS (food +packaging),DCB,April 2025,FY26,7.58
store Labor Cost,DCB,April 2025,FY26,2.33
Utility Cost,DCB,April 2025,FY26,0.0
Rent,DCB,April 2025,FY26,0.0
CAM,DCB,April 2025,FY26,0.0
Aggregator commission,DCB,April 2025,FY26,0.0
Marketing & advertisement,DCB,April 2025,FY26,
Interest cost,DCB,April 2025,FY26,
Gross Sales,STN,April 2025,FY26,26.28
GST,STN,April 2025,FY26,0.97
Net Sales,STN,April 2025,FY26,25.31
COGS (food +packaging),STN,April 2025,FY26,9.3
store Labor Cost,STN,April 2025,FY26,3.31
Utility Cost,STN,April 2025,FY26,1.12
Rent,STN,April 2025,FY26,3.28
CAM,STN,April 2025,FY26,0.59
Aggregator commission,STN,April 2025,FY26,1.19
Marketing & advertisement,STN,April 2025,FY26,0.18
Interest cost,STN,April 2025,FY26,
Gross Sales,JAY,April 2025,FY26,44.49
GST,JAY,April 2025,FY26,1.08
Net Sales,JAY,April 2025,FY26,43.4
COGS (food +packaging),JAY,April 2025,FY26,16.1
store Labor Cost,JAY,April 2025,FY26,5.65
Utility Cost,JAY,April 2025,FY26,1.68
Rent,JAY,April 2025,FY26,3.83
CAM,JAY,April 2025,FY26,0.1
Aggregator commission,JAY,April 2025,FY26,4.39
Marketing & advertisement,JAY,April 2025,FY26,1.35
Interest cost,JAY,April 2025,FY26,
Gross Sales,AYN,April 2025,FY26,24.17
GST,AYN,April 2025,FY26,0.29
Net Sales,AYN,April 2025,FY26,23.87
COGS (food +packaging),AYN,April 2025,FY26,8.13
store Labor Cost,AYN,April 2025,FY26,3.55
Utility Cost,AYN,April 2025,FY26,1.11
Rent,AYN,April 2025,FY26,1.46
CAM,AYN,April 2025,FY26,0.0
Aggregator commission,AYN,April 2025,FY26,3.66
Marketing & advertisement,AYN,April 2025,FY26,1.52
Interest cost,AYN,April 2025,FY26,
Gross Sales,BOM,April 2025,FY26,26.99
GST,BOM,April 2025,FY26,0.4
Net Sales,BOM,April 2025,FY26,26.59
COGS (food +packaging),BOM,April 2025,FY26,9.95
store Labor Cost,BOM,April 2025,FY26,5.16
Utility Cost,BOM,April 2025,FY26,1.98
Rent,BOM,April 2025,FY26,2.24
CAM,BOM,April 2025,FY26,0.09
Aggregator commission,BOM,April 2025,FY26,3.88
Marketing & advertisement,BOM,April 2025,FY26,3.22
Interest cost,BOM,April 2025,FY26,
Gross Sales,RAJ,April 2025,FY26,28.15
GST,RAJ,April 2025,FY26,0.4
Net Sales,RAJ,April 2025,FY26,27.75
COGS (food +packaging),RAJ,April 2025,FY26,9.67
store Labor Cost,RAJ,April 2025,FY26,3.65
Utility Cost,RAJ,April 2025,FY26,1.56
Rent,RAJ,April 2025,FY26,2.36
CAM,RAJ,April 2025,FY26,0.0
Aggregator commission,RAJ,April 2025,FY26,4.01
Marketing & advertisement,RAJ,April 2025,FY26,1.24
Interest cost,RAJ,April 2025,FY26,
Gross Sales,WHT,April 2025,FY26,31.0
GST,WHT,April 2025,FY26,0.36
Net Sales,WHT,April 2025,FY26,30.64
COGS (food +packaging),WHT,April 2025,FY26,10.79
store Labor Cost,WHT,April 2025,FY26,4.45
Utility Cost,WHT,April 2025,FY26,1.76
Rent,WHT,April 2025,FY26,3.54
CAM,WHT,April 2025,FY26,0.47
Aggregator commission,WHT,April 2025,FY26,4.77
Marketing & advertisement,WHT,April 2025,FY26,2.17
Interest cost,WHT,April 2025,FY26,
Gross Sales,VBP,April 2025,FY26,71.35
GST,VBP,April 2025,FY26,0.81
Net Sales,VBP,April 2025,FY26,70.54
COGS (food +packaging),VBP,April 2025,FY26,25.83
store Labor Cost,VBP,April 2025,FY26,6.25
Utility Cost,VBP,April 2025,FY26,1.27
Rent,VBP,April 2025,FY26,3.0
CAM,VBP,April 2025,FY26,0.47
Aggregator commission,VBP,April 2025,FY26,11.77
Marketing & advertisement,VBP,April 2025,FY26,1.53
Interest cost,VBP,April 2025,FY26,
Gross Sales,ADM,April 2025,FY26,94.6
GST,ADM,April 2025,FY26,0.78
Net Sales,ADM,April 2025,FY26,93.82
COGS (food +packaging),ADM,April 2025,FY26,35.4
store Labor Cost,ADM,April 2025,FY26,7.64
Utility Cost,ADM,April 2025,FY26,1.8
Rent,ADM,April 2025,FY26,5.37
CAM,ADM,April 2025,FY26,1.22
Aggregator commission,ADM,April 2025,FY26,16.85
Marketing & advertisement,ADM,April 2025,FY26,1.3
Interest cost,ADM,April 2025,FY26,
Gross Sales,SFC,April 2025,FY26,76.64
GST,SFC,April 2025,FY26,0.0
Net Sales,SFC,April 2025,FY26,76.64
COGS (food +packaging),SFC,April 2025,FY26,28.3
store Labor Cost,SFC,April 2025,FY26,3.81
Utility Cost,SFC,April 2025,FY26,1.53
Rent,SFC,April 2025,FY26,0.63
CAM,SFC,April 2025,FY26,0.15
Aggregator commission,SFC,April 2025,FY26,16.18
Marketing & advertisement,SFC,April 2025,FY26,1.95
Interest cost,SFC,April 2025,FY26,
Gross Sales,SCK,April 2025,FY26,60.15
GST,SCK,April 2025,FY26,0.0
Net Sales,SCK,April 2025,FY26,60.15
COGS (food +packaging),SCK,April 2025,FY26,23.26
store Labor Cost,SCK,April 2025,FY26,4.32
Utility Cost,SCK,April 2025,FY26,1.45
Rent,SCK,April 2025,FY26,0.52
CAM,SCK,April 2025,FY26,0.0
Aggregator commission,SCK,April 2025,FY26,12.43
Marketing & advertisement,SCK,April 2025,FY26,1.6
Interest cost,SCK,April 2025,FY26,
Gross Sales,SES,April 2025,FY26,47.02
GST,SES,April 2025,FY26,0.71
Net Sales,SES,April 2025,FY26,46.31
COGS (food +packaging),SES,April 2025,FY26,17.34
store Labor Cost,SES,April 2025,FY26,5.77
Utility Cost,SES,April 2025,FY26,1.05
Rent,SES,April 2025,FY26,3.3
CAM,SES,April 2025,FY26,0.61
Aggregator commission,SES,April 2025,FY26,6.91
Marketing & advertisement,SES,April 2025,FY26,1.87
Interest cost,SES,April 2025,FY26,
Gross Sales,JIG,April 2025,FY26,53.45
GST,JIG,April 2025,FY26,0.51
Net Sales,JIG,April 2025,FY26,52.93
COGS (food +packaging),JIG,April 2025,FY26,20.06
store Labor Cost,JIG,April 2025,FY26,5.52
Utility Cost,JIG,April 2025,FY26,2.09
Rent,JIG,April 2025,FY26,2.22
CAM,JIG,April 2025,FY26,0.1
Aggregator commission,JIG,April 2025,FY26,9.03
Marketing & advertisement,JIG,April 2025,FY26,2.06
Interest cost,JIG,April 2025,FY26,
Gross Sales,GCN,April 2025,FY26,40.39
GST,GCN,April 2025,FY26,0.4
Net Sales,GCN,April 2025,FY26,39.99
COGS (food +packaging),GCN,April 2025,FY26,15.1
store Labor Cost,GCN,April 2025,FY26,4.46
Utility Cost,GCN,April 2025,FY26,1.59
Rent,GCN,April 2025,FY26,3.75
CAM,GCN,April 2025,FY26,0.39
Aggregator commission,GCN,April 2025,FY26,6.86
Marketing & advertisement,GCN,April 2025,FY26,3.0
Interest cost,GCN,April 2025,FY26,
Gross Sales,ANN,April 2025,FY26,47.63
GST,ANN,April 2025,FY26,0.72
Net Sales,ANN,April 2025,FY26,46.92
COGS (food +packaging),ANN,April 2025,FY26,17.31
store Labor Cost,ANN,April 2025,FY26,5.45
Utility Cost,ANN,April 2025,FY26,1.49
Rent,ANN,April 2025,FY26,5.09
CAM,ANN,April 2025,FY26,0.86
Aggregator commission,ANN,April 2025,FY26,6.8
Marketing & advertisement,ANN,April 2025,FY26,1.83
Interest cost,ANN,April 2025,FY26,
Gross Sales,SKO,April 2025,FY26,56.25
GST,SKO,April 2025,FY26,0.82
Net Sales,SKO,April 2025,FY26,55.44
COGS (food +packaging),SKO,April 2025,FY26,20.91
store Labor Cost,SKO,April 2025,FY26,5.64
Utility Cost,SKO,April 2025,FY26,2.05
Rent,SKO,April 2025,FY26,4.61
CAM,SKO,April 2025,FY26,1.03
Aggregator commission,SKO,April 2025,FY26,8.11
Marketing & advertisement,SKO,April 2025,FY26,1.79
Interest cost,SKO,April 2025,FY26,
Gross Sales,JAP,April 2025,FY26,32.64
GST,JAP,April 2025,FY26,0.01
Net Sales,JAP,April 2025,FY26,32.63
COGS (food +packaging),JAP,April 2025,FY26,12.4
store Labor Cost,JAP,April 2025,FY26,3.67
Utility Cost,JAP,April 2025,FY26,1.27
Rent,JAP,April 2025,FY26,0.46
CAM,JAP,April 2025,FY26,0.0
Aggregator commission,JAP,April 2025,FY26,6.85
Marketing & advertisement,JAP,April 2025,FY26,1.83
Interest cost,JAP,April 2025,FY26,
Gross Sales,DWR,April 2025,FY26,45.21
GST,DWR,April 2025,FY26,0.0
Net Sales,DWR,April 2025,FY26,45.2
COGS (food +packaging),DWR,April 2025,FY26,17.33
store Labor Cost,DWR,April 2025,FY26,3.65
Utility Cost,DWR,April 2025,FY26,1.08
Rent,DWR,April 2025,FY26,0.43
CAM,DWR,April 2025,FY26,0.0
Aggregator commission,DWR,April 2025,FY26,9.51
Marketing & advertisement,DWR,April 2025,FY26,2.06
Interest cost,DWR,April 2025,FY26,
Gross Sales,AVK,April 2025,FY26,15.84
GST,AVK,April 2025,FY26,0.4
Net Sales,AVK,April 2025,FY26,15.45
COGS (food +packaging),AVK,April 2025,FY26,6.52
store Labor Cost,AVK,April 2025,FY26,3.92
Utility Cost,AVK,April 2025,FY26,0.91
Rent,AVK,April 2025,FY26,1.98
CAM,AVK,April 2025,FY26,0.78
Aggregator commission,AVK,April 2025,FY26,1.73
Marketing & advertisement,AVK,April 2025,FY26,0.73
Interest cost,AVK,April 2025,FY26,
Gross Sales,CYG,April 2025,FY26,35.12
GST,CYG,April 2025,FY26,0.6
Net Sales,CYG,April 2025,FY26,34.51
COGS (food +packaging),CYG,April 2025,FY26,10.88
store Labor Cost,CYG,April 2025,FY26,3.83
Utility Cost,CYG,April 2025,FY26,0.96
Rent,CYG,April 2025,FY26,3.84
CAM,CYG,April 2025,FY26,0.94
Aggregator commission,CYG,April 2025,FY26,4.55
Marketing & advertisement,CYG,April 2025,FY26,0.09
Interest cost,CYG,April 2025,FY26,
Gross Sales,NSS,April 2025,FY26,41.92
GST,NSS,April 2025,FY26,0.0
Net Sales,NSS,April 2025,FY26,41.92
COGS (food +packaging),NSS,April 2025,FY26,15.04
store Labor Cost,NSS,April 2025,FY26,4.22
Utility Cost,NSS,April 2025,FY26,1.39
Rent,NSS,April 2025,FY26,0.55
CAM,NSS,April 2025,FY26,0.0
Aggregator commission,NSS,April 2025,FY26,8.79
Marketing & advertisement,NSS,April 2025,FY26,1.8
Interest cost,NSS,April 2025,FY26,
Gross Sales,GEB,April 2025,FY26,40.75
GST,GEB,April 2025,FY26,0.47
Net Sales,GEB,April 2025,FY26,40.28
COGS (food +packaging),GEB,April 2025,FY26,14.51
store Labor Cost,GEB,April 2025,FY26,4.84
Utility Cost,GEB,April 2025,FY26,1.1
Rent,GEB,April 2025,FY26,1.64
CAM,GEB,April 2025,FY26,0.6
Aggregator commission,GEB,April 2025,FY26,6.48
Marketing & advertisement,GEB,April 2025,FY26,1.48
Interest cost,GEB,April 2025,FY26,
Gross Sales,ROH,April 2025,FY26,38.5
GST,ROH,April 2025,FY26,0.0
Net Sales,ROH,April 2025,FY26,38.49
COGS (food +packaging),ROH,April 2025,FY26,14.3
store Labor Cost,ROH,April 2025,FY26,4.4
Utility Cost,ROH,April 2025,FY26,1.56
Rent,ROH,April 2025,FY26,0.56
CAM,ROH,April 2025,FY26,0.0
Aggregator commission,ROH,April 2025,FY26,8.01
Marketing & advertisement,ROH,April 2025,FY26,1.75
Interest cost,ROH,April 2025,FY26,
Gross Sales,EKL,April 2025,FY26,72.18
GST,EKL,April 2025,FY26,0.92
Net Sales,EKL,April 2025,FY26,71.25
COGS (food +packaging),EKL,April 2025,FY26,27.46
store Labor Cost,EKL,April 2025,FY26,7.73
Utility Cost,EKL,April 2025,FY26,3.5
Rent,EKL,April 2025,FY26,3.79
CAM,EKL,April 2025,FY26,0.0
Aggregator commission,EKL,April 2025,FY26,11.14
Marketing & advertisement,EKL,April 2025,FY26,1.85
Interest cost,EKL,April 2025,FY26,
Gross Sales,PBF,April 2025,FY26,26.4
GST,PBF,April 2025,FY26,0.43
Net Sales,PBF,April 2025,FY26,25.97
COGS (food +packaging),PBF,April 2025,FY26,9.83
store Labor Cost,PBF,April 2025,FY26,4.48
Utility Cost,PBF,April 2025,FY26,0.58
Rent,PBF,April 2025,FY26,2.75
CAM,PBF,April 2025,FY26,0.62
Aggregator commission,PBF,April 2025,FY26,3.55
Marketing & advertisement,PBF,April 2025,FY26,2.23
Interest cost,PBF,April 2025,FY26,
Gross Sales,KBB,April 2025,FY26,42.75
GST,KBB,April 2025,FY26,0.15
Net Sales,KBB,April 2025,FY26,42.6
COGS (food +packaging),KBB,April 2025,FY26,16.55
store Labor Cost,KBB,April 2025,FY26,4.25
Utility Cost,KBB,April 2025,FY26,1.24
Rent,KBB,April 2025,FY26,0.94
CAM,KBB,April 2025,FY26,0.53
Aggregator commission,KBB,April 2025,FY26,8.44
Marketing & advertisement,KBB,April 2025,FY26,1.95
Interest cost,KBB,April 2025,FY26,
Gross Sales,PRM,April 2025,FY26,22.98
GST,PRM,April 2025,FY26,0.58
Net Sales,PRM,April 2025,FY26,22.4
COGS (food +packaging),PRM,April 2025,FY26,8.35
store Labor Cost,PRM,April 2025,FY26,4.08
Utility Cost,PRM,April 2025,FY26,1.0
Rent,PRM,April 2025,FY26,2.91
CAM,PRM,April 2025,FY26,1.42
Aggregator commission,PRM,April 2025,FY26,2.2
Marketing & advertisement,PRM,April 2025,FY26,1.38
Interest cost,PRM,April 2025,FY26,
Gross Sales,KAM,April 2025,FY26,40.85
GST,KAM,April 2025,FY26,0.83
Net Sales,KAM,April 2025,FY26,40.01
COGS (food +packaging),KAM,April 2025,FY26,15.62
store Labor Cost,KAM,April 2025,FY26,5.9
Utility Cost,KAM,April 2025,FY26,1.86
Rent,KAM,April 2025,FY26,4.22
CAM,KAM,April 2025,FY26,0.06
Aggregator commission,KAM,April 2025,FY26,4.92
Marketing & advertisement,KAM,April 2025,FY26,2.19
Interest cost,KAM,April 2025,FY26,
Gross Sales,MOM,April 2025,FY26,38.25
GST,MOM,April 2025,FY26,0.35
Net Sales,MOM,April 2025,FY26,37.9
COGS (food +packaging),MOM,April 2025,FY26,14.6
store Labor Cost,MOM,April 2025,FY26,5.34
Utility Cost,MOM,April 2025,FY26,1.69
Rent,MOM,April 2025,FY26,1.65
CAM,MOM,April 2025,FY26,0.41
Aggregator commission,MOM,April 2025,FY26,6.56
Marketing & advertisement,MOM,April 2025,FY26,1.75
Interest cost,MOM,April 2025,FY26,
Gross Sales,MAY,April 2025,FY26,27.31
GST,MAY,April 2025,FY26,0.0
Net Sales,MAY,April 2025,FY26,27.31
COGS (food +packaging),MAY,April 2025,FY26,10.07
store Labor Cost,MAY,April 2025,FY26,4.62
Utility Cost,MAY,April 2025,FY26,1.21
Rent,MAY,April 2025,FY26,0.53
CAM,MAY,April 2025,FY26,0.0
Aggregator commission,MAY,April 2025,FY26,5.8
Marketing & advertisement,MAY,April 2025,FY26,2.68
Interest cost,MAY,April 2025,FY26,
Gross Sales,PTG,April 2025,FY26,21.42
GST,PTG,April 2025,FY26,0.54
Net Sales,PTG,April 2025,FY26,20.88
COGS (food +packaging),PTG,April 2025,FY26,7.71
store Labor Cost,PTG,April 2025,FY26,3.12
Utility Cost,PTG,April 2025,FY26,1.3
Rent,PTG,April 2025,FY26,4.72
CAM,PTG,April 2025,FY26,0.0
Aggregator commission,PTG,April 2025,FY26,2.02
Marketing & advertisement,PTG,April 2025,FY26,2.66
Interest cost,PTG,April 2025,FY26,
Gross Sales,TGN,April 2025,FY26,34.84
GST,TGN,April 2025,FY26,0.61
Net Sales,TGN,April 2025,FY26,34.23
COGS (food +packaging),TGN,April 2025,FY26,12.71
store Labor Cost,TGN,April 2025,FY26,4.25
Utility Cost,TGN,April 2025,FY26,1.34
Rent,TGN,April 2025,FY26,3.28
CAM,TGN,April 2025,FY26,0.27
Aggregator commission,TGN,April 2025,FY26,4.66
Marketing & advertisement,TGN,April 2025,FY26,2.81
Interest cost,TGN,April 2025,FY26,
Gross Sales,SHA,April 2025,FY26,14.66
GST,SHA,April 2025,FY26,0.0
Net Sales,SHA,April 2025,FY26,14.66
COGS (food +packaging),SHA,April 2025,FY26,5.65
store Labor Cost,SHA,April 2025,FY26,3.5
Utility Cost,SHA,April 2025,FY26,1.0
Rent,SHA,April 2025,FY26,0.47
CAM,SHA,April 2025,FY26,0.0
Aggregator commission,SHA,April 2025,FY26,3.1
Marketing & advertisement,SHA,April 2025,FY26,3.19
Interest cost,SHA,April 2025,FY26,
Gross Sales,HKZ,April 2025,FY26,39.76
GST,HKZ,April 2025,FY26,0.54
Net Sales,HKZ,April 2025,FY26,39.22
COGS (food +packaging),HKZ,April 2025,FY26,15.11
store Labor Cost,HKZ,April 2025,FY26,6.16
Utility Cost,HKZ,April 2025,FY26,1.84
Rent,HKZ,April 2025,FY26,5.7
CAM,HKZ,April 2025,FY26,0.0
Aggregator commission,HKZ,April 2025,FY26,6.0
Marketing & advertisement,HKZ,April 2025,FY26,3.83
Interest cost,HKZ,April 2025,FY26,
Gross Sales,IHY,April 2025,FY26,32.03
GST,IHY,April 2025,FY26,1.53
Net Sales,IHY,April 2025,FY26,30.51
COGS (food +packaging),IHY,April 2025,FY26,11.9
store Labor Cost,IHY,April 2025,FY26,3.48
Utility Cost,IHY,April 2025,FY26,1.23
Rent,IHY,April 2025,FY26,5.38
CAM,IHY,April 2025,FY26,0.45
Aggregator commission,IHY,April 2025,FY26,0.0
Marketing & advertisement,IHY,April 2025,FY26,0.9
Interest cost,IHY,April 2025,FY26,
Gross Sales,DCH,April 2025,FY26,36.54
GST,DCH,April 2025,FY26,0.07
Net Sales,DCH,April 2025,FY26,36.47
COGS (food +packaging),DCH,April 2025,FY26,15.8
store Labor Cost,DCH,April 2025,FY26,4.01
Utility Cost,DCH,April 2025,FY26,0.0
Rent,DCH,April 2025,FY26,0.0
CAM,DCH,April 2025,FY26,0.0
Aggregator commission,DCH,April 2025,FY26,0.0
Marketing & advertisement,DCH,April 2025,FY26,0.01
Interest cost,DCH,April 2025,FY26,
Gross Sales,SCH,April 2025,FY26,27.76
GST,SCH,April 2025,FY26,1.32
Net Sales,SCH,April 2025,FY26,26.44
COGS (food +packaging),SCH,April 2025,FY26,10.06
store Labor Cost,SCH,April 2025,FY26,3.35
Utility Cost,SCH,April 2025,FY26,1.15
Rent,SCH,April 2025,FY26,3.12
CAM,SCH,April 2025,FY26,0.55
Aggregator commission,SCH,April 2025,FY26,0.0
Marketing & advertisement,SCH,April 2025,FY26,0.03
Interest cost,SCH,April 2025,FY26,
Gross Sales,LTP,April 2025,FY26,23.63
GST,LTP,April 2025,FY26,0.64
Net Sales,LTP,April 2025,FY26,22.99
COGS (food +packaging),LTP,April 2025,FY26,8.69
store Labor Cost,LTP,April 2025,FY26,3.9
Utility Cost,LTP,April 2025,FY26,1.48
Rent,LTP,April 2025,FY26,2.26
CAM,LTP,April 2025,FY26,0.45
Aggregator commission,LTP,April 2025,FY26,2.0
Marketing & advertisement,LTP,April 2025,FY26,1.27
Interest cost,LTP,April 2025,FY26,
Gross Sales,FSM,April 2025,FY26,22.48
GST,FSM,April 2025,FY26,1.07
Net Sales,FSM,April 2025,FY26,21.41
COGS (food +packaging),FSM,April 2025,FY26,8.16
store Labor Cost,FSM,April 2025,FY26,2.29
Utility Cost,FSM,April 2025,FY26,0.43
Rent,FSM,April 2025,FY26,3.79
CAM,FSM,April 2025,FY26,0.63
Aggregator commission,FSM,April 2025,FY26,0.0
Marketing & advertisement,FSM,April 2025,FY26,0.21
Interest cost,FSM,April 2025,FY26,
Gross Sales,GSM,April 2025,FY26,29.08
GST,GSM,April 2025,FY26,0.42
Net Sales,GSM,April 2025,FY26,28.66
COGS (food +packaging),GSM,April 2025,FY26,10.29
store Labor Cost,GSM,April 2025,FY26,3.13
Utility Cost,GSM,April 2025,FY26,0.99
Rent,GSM,April 2025,FY26,1.36
CAM,GSM,April 2025,FY26,0.28
Aggregator commission,GSM,April 2025,FY26,4.06
Marketing & advertisement,GSM,April 2025,FY26,1.74
Interest cost,GSM,April 2025,FY26,
Gross Sales,PPM,April 2025,FY26,23.75
GST,PPM,April 2025,FY26,0.47
Net Sales,PPM,April 2025,FY26,23.29
COGS (food +packaging),PPM,April 2025,FY26,8.76
store Labor Cost,PPM,April 2025,FY26,3.11
Utility Cost,PPM,April 2025,FY26,1.02
Rent,PPM,April 2025,FY26,2.02
CAM,PPM,April 2025,FY26,0.48
Aggregator commission,PPM,April 2025,FY26,2.82
Marketing & advertisement,PPM,April 2025,FY26,1.25
Interest cost,PPM,April 2025,FY26,
Gross Sales,FLM,April 2025,FY26,31.31
GST,FLM,April 2025,FY26,0.55
Net Sales,FLM,April 2025,FY26,30.76
COGS (food +packaging),FLM,April 2025,FY26,11.48
store Labor Cost,FLM,April 2025,FY26,3.32
Utility Cost,FLM,April 2025,FY26,1.42
Rent,FLM,April 2025,FY26,2.56
CAM,FLM,April 2025,FY26,0.09
Aggregator commission,FLM,April 2025,FY26,3.88
Marketing & advertisement,FLM,April 2025,FY26,1.21
Interest cost,FLM,April 2025,FY26,
Gross Sales,FDN,April 2025,FY26,83.62
GST,FDN,April 2025,FY26,1.38
Net Sales,FDN,April 2025,FY26,82.23
COGS (food +packaging),FDN,April 2025,FY26,27.67
store Labor Cost,FDN,April 2025,FY26,5.18
Utility Cost,FDN,April 2025,FY26,2.64
Rent,FDN,April 2025,FY26,4.24
CAM,FDN,April 2025,FY26,0.28
Aggregator commission,FDN,April 2025,FY26,11.0
Marketing & advertisement,FDN,April 2025,FY26,0.55
Interest cost,FDN,April 2025,FY26,
Gross Sales,DTK,April 2025,FY26,49.66
GST,DTK,April 2025,FY26,0.98
Net Sales,DTK,April 2025,FY26,48.68
COGS (food +packaging),DTK,April 2025,FY26,16.99
store Labor Cost,DTK,April 2025,FY26,4.37
Utility Cost,DTK,April 2025,FY26,1.8
Rent,DTK,April 2025,FY26,4.61
CAM,DTK,April 2025,FY26,0.23
Aggregator commission,DTK,April 2025,FY26,5.85
Marketing & advertisement,DTK,April 2025,FY26,0.79
Interest cost,DTK,April 2025,FY26,
Gross Sales,AKA,April 2025,FY26,28.16
GST,AKA,April 2025,FY26,0.37
Net Sales,AKA,April 2025,FY26,27.79
COGS (food +packaging),AKA,April 2025,FY26,10.23
store Labor Cost,AKA,April 2025,FY26,3.48
Utility Cost,AKA,April 2025,FY26,1.15
Rent,AKA,April 2025,FY26,1.67
CAM,AKA,April 2025,FY26,0.62
Aggregator commission,AKA,April 2025,FY26,4.09
Marketing & advertisement,AKA,April 2025,FY26,1.97
Interest cost,AKA,April 2025,FY26,
Gross Sales,HIM,April 2025,FY26,30.04
GST,HIM,April 2025,FY26,0.78
Net Sales,HIM,April 2025,FY26,29.25
COGS (food +packaging),HIM,April 2025,FY26,10.94
store Labor Cost,HIM,April 2025,FY26,3.79
Utility Cost,HIM,April 2025,FY26,1.45
Rent,HIM,April 2025,FY26,1.56
CAM,HIM,April 2025,FY26,0.0
Aggregator commission,HIM,April 2025,FY26,2.74
Marketing & advertisement,HIM,April 2025,FY26,1.23
Interest cost,HIM,April 2025,FY26,
Gross Sales,SMR,April 2025,FY26,82.03
GST,SMR,April 2025,FY26,1.05
Net Sales,SMR,April 2025,FY26,80.97
COGS (food +packaging),SMR,April 2025,FY26,27.0
store Labor Cost,SMR,April 2025,FY26,5.86
Utility Cost,SMR,April 2025,FY26,2.18
Rent,SMR,April 2025,FY26,1.97
CAM,SMR,April 2025,FY26,0.21
Aggregator commission,SMR,April 2025,FY26,12.13
Marketing & advertisement,SMR,April 2025,FY26,0.52
Interest cost,SMR,April 2025,FY26,
Gross Sales,ATL,April 2025,FY26,34.64
GST,ATL,April 2025,FY26,0.76
Net Sales,ATL,April 2025,FY26,33.88
COGS (food +packaging),ATL,April 2025,FY26,12.08
store Labor Cost,ATL,April 2025,FY26,3.34
Utility Cost,ATL,April 2025,FY26,1.03
Rent,ATL,April 2025,FY26,3.05
CAM,ATL,April 2025,FY26,0.62
Aggregator commission,ATL,April 2025,FY26,3.76
Marketing & advertisement,ATL,April 2025,FY26,1.15
Interest cost,ATL,April 2025,FY26,
Gross Sales,DSL,April 2025,FY26,20.3
GST,DSL,April 2025,FY26,0.49
Net Sales,DSL,April 2025,FY26,19.81
COGS (food +packaging),DSL,April 2025,FY26,7.63
store Labor Cost,DSL,April 2025,FY26,3.3
Utility Cost,DSL,April 2025,FY26,1.12
Rent,DSL,April 2025,FY26,1.94
CAM,DSL,April 2025,FY26,0.41
Aggregator commission,DSL,April 2025,FY26,2.01
Marketing & advertisement,DSL,April 2025,FY26,1.77
Interest cost,DSL,April 2025,FY26,
Gross Sales,ATT,April 2025,FY26,21.3
GST,ATT,April 2025,FY26,0.46
Net Sales,ATT,April 2025,FY26,20.84
COGS (food +packaging),ATT,April 2025,FY26,7.8
store Labor Cost,ATT,April 2025,FY26,2.68
Utility Cost,ATT,April 2025,FY26,1.45
Rent,ATT,April 2025,FY26,1.89
CAM,ATT,April 2025,FY26,0.09
Aggregator commission,ATT,April 2025,FY26,2.35
Marketing & advertisement,ATT,April 2025,FY26,1.73
Interest cost,ATT,April 2025,FY26,
Gross Sales,BNJ,April 2025,FY26,34.8
GST,BNJ,April 2025,FY26,0.69
Net Sales,BNJ,April 2025,FY26,34.11
COGS (food +packaging),BNJ,April 2025,FY26,12.79
store Labor Cost,BNJ,April 2025,FY26,4.12
Utility Cost,BNJ,April 2025,FY26,1.62
Rent,BNJ,April 2025,FY26,4.13
CAM,BNJ,April 2025,FY26,0.14
Aggregator commission,BNJ,April 2025,FY26,4.12
Marketing & advertisement,BNJ,April 2025,FY26,1.36
